rang,mot,fitness
225,énées,4.838176156534669
226,dépis,4.838223061997919
227,tures,4.838639840601241
228,défle,4.8397571232140795
229,exes,4.841096205166638
230,hirent,4.847924396937344
231,dégés,4.852672381954728
232,cate,4.8531376649268445
233,fents,4.85946348337549
234,égues,4.860042275070531
235,tredes,4.863840899739729
236,maite,4.864434394360423
237,auses,4.8760718807686665
238,alle,4.8822821149996205
239,défée,4.882879252546026
240,aper,4.886034002751012
241,orent,4.897164087853673
242,dités,4.897305710644722
243,dres,4.89840845845555
244,élés,4.899617397794712
245,grage,4.915486218743944
246,méres,4.9297346426888975
247,bron,4.929966676162351
248,brez,4.9307312009325575
249,gles,4.932858448048516
250,exis,4.935930541190269
251,batit,4.939211983235089
252,plai,4.940896032924287
253,génée,4.944015483413837
254,trets,4.946284152521945
255,démée,4.951262824996056
256,irant,4.954915483549885
257,décée,4.958053370953746
258,nont,4.958282543194935
259,boles,4.959141005345594
260,trer,4.961161389981955
261,exté,4.964007130394152
262,coue,4.965199735658716
263,exisée,4.966368906861315
264,corté,4.970254140334261
265,détit,4.972117327878475
266,équée,4.973033251684089
267,flés,4.973868245687803
268,arders,4.9780288084404125
269,dége,4.984585259258949
270,réces,4.991126035446302
271,ames,4.9993380115708845
272,rects,5.003025393838469
273,frés,5.004528535536277
274,pate,5.0061354883425
275,télées,5.012050709467085
276,pites,5.018749530123813
277,retés,5.0194951021486665
278,arces,5.019610087883901
279,trée,5.025358083225568
280,rédes,5.027472185878641
281,rans,5.028603509834478
282,dére,5.032884357741883
283,féres,5.032885939587139
284,pule,5.033709323361171
285,corie,5.038153781339637
286,déné,5.041251372382617
287,déve,5.044388793143176
288,hont,5.053363847355328
289,réées,5.0545443543752295
290,relée,5.05498947914393
291,révis,5.0551547139418265
292,réfes,5.058816653117345
293,célées,5.059384828544614
294,éver,5.06147412130345
295,bores,5.071807075258994
296,dint,5.076782453257638
297,sule,5.081216863418634
298,trate,5.08227812403115
299,paux,5.083317072880814
300,misée,5.085273496155986
301,équez,5.088102091811765
302,bent,5.090064834485043
303,dété,5.093010131942535
304,matie,5.093698409719965
305,plée,5.099140772927396
306,fron,5.101356112125746
307,gait,5.105341372875064
308,magant,5.110801424961015
309,dévés,5.1145433657036525
310,glées,5.11733416736149
311,quez,5.119008671913507
312,réte,5.119233530129892
313,défés,5.124027642565913
314,manit,5.127032388254567
315,bage,5.131748731369518
316,cais,5.132359626047017
317,reint,5.1335480586391755
318,éves,5.134495383479004
319,trers,5.137831584144536
320,rémes,5.138073156030024
321,démés,5.138143937893209
322,mélée,5.1383415307864
323,rêtes,5.13946354936791
324,blées,5.142082660812277
325,reant,5.1518089846923045
326,moisée,5.161651905618201
327,grés,5.166032509351605
328,nales,5.169720460463275
329,pens,5.174424479121343
330,sque,5.176071452922159
331,quires,5.177794638015202
332,capit,5.18651100142284
333,forté,5.188965893627066
334,frez,5.200399742363296
335,atres,5.201939347497049
336,dante,5.207365703617829
337,bate,5.207553672167604
338,frée,5.21068766398002
339,douse,5.210782372404551
340,gaux,5.211944814588023
341,prer,5.213577665637916
342,lites,5.214823509537956
343,guée,5.223525844349511
344,forne,5.228420822818048
345,affée,5.229078821433497
346,ader,5.235128917139329
347,aéres,5.235998789544061
348,ébles,5.236005014384381
349,réges,5.237991311778955
350,écit,5.238724164319043
351,ratit,5.239670612730067
352,ende,5.240253135036598
353,solés,5.241226600255153
354,exue,5.251213869966326
355,forie,5.259853399862859
356,nante,5.261039910913744
357,éces,5.262767082497692
358,équés,5.272610405078358
359,frage,5.2743113144069245
360,cantit,5.275505971855017
361,dépée,5.276854996636298
362,gisées,5.2785830893043375
363,véres,5.280359973860435
364,frie,5.280431799079515
365,aélées,5.282847567314021
366,adis,5.283956314135208
367,érent,5.288861399610092
368,atit,5.290571668330361
369,ters,5.29326409616738
370,guer,5.293728700466437
371,éclée,5.294069660309761
372,brés,5.294428817424712
373,décés,5.298368766707288
374,dier,5.3041884599527735
375,fras,5.316154238559474
376,tarent,5.329523365903194
377,hélées,5.3308932034998415
378,fules,5.334744226137155
379,qués,5.336223877313177
380,trues,5.339740484142114
381,aries,5.342343161696792
382,vons,5.349498379804623
383,rels,5.35239281118832
384,catif,5.352453612518416
385,maits,5.3542287741608074
386,désée,5.358532732179445
387,cies,5.359628707167878
388,mannés,5.360740587678645
389,prers,5.361094085996978
390,grens,5.361988091670233
391,exise,5.3655081288585595
392,dité,5.374010491311627
393,morté,5.376658623921379
394,ébres,5.377995142642231
395,colie,5.379701396011671
396,aders,5.380083660718634
397,crez,5.380782686162337
398,diges,5.386081916411999
399,rodes,5.386755960766657
400,rétai,5.389958330194389
401,satit,5.390432794323478
402,autés,5.395430687681398
403,répes,5.398930645393022
404,cats,5.403659369433404
405,défai,5.4068480702253074
406,extai,5.408213754101579
407,mélés,5.408951076210611
408,plés,5.413798684400322
409,aque,5.415555333902503
410,aute,5.41603475559711
411,flai,5.417391840522948
412,réhes,5.418888156733962
413,coqué,5.421517362646553
414,pors,5.42391676827552
415,hent,5.424566723809636
416,manée,5.426742657884138
417,guers,5.431661716418155
418,treux,5.432065715497131
419,émes,5.4329022998981396
420,dorte,5.440540174991626
421,dérer,5.443410096515123
422,sotes,5.4465470287275375
423,accés,5.449015116654527
424,morie,5.450110238278505
425,déta,5.450285851044926
426,core,5.451955726775193
427,sint,5.4526045875483256
428,rélée,5.454980918188799
429,écées,5.4576746708271955
430,béres,5.459553175526254
431,camit,5.460879758022657
432,rour,5.460968869190433
433,fies,5.461464344836442
434,vrent,5.463716729583577
435,fures,5.468598722768852
436,mote,5.469888332323087
437,méte,5.474953886839926
438,cadit,5.47860854681508
439,vules,5.479338275388828
440,aitée,5.4915387142399235
441,jaux,5.4924447022377265
442,fint,5.492987416268583
443,détie,5.497523143623624
444,enta,5.503300251431054
445,turez,5.5036541761436295
446,nent,5.509947209590881
447,ragées,5.517780020964278
448,emait,5.517784480345166
449,rése,5.5192668548008434
450,entisé,5.521939389119124
451,acce,5.530956001313859
452,dores,5.530996146502744
453,débée,5.531912042277454
454,dulées,5.532330255074364
455,seres,5.533211813067122
456,jant,5.534228729218005
457,crage,5.536344598189469
458,urent,5.538407392830398
459,duires,5.541018712995099
460,équis,5.545189509262486
461,lades,5.548008739725295
462,mices,5.548409640096615
463,inds,5.548814079438044
464,tives,5.554389184246419
465,orte,5.557131444100129
466,raît,5.56273841343901
467,canit,5.563999711609116
468,écues,5.566983034312943
469,acée,5.5704800420914475
470,ennai,5.572194526140564
471,pats,5.574012691157153
472,spes,5.577840104301416
473,réles,5.579482202441549
474,déhes,5.58046634054548
475,thée,5.582985978293359
476,aules,5.583788432535338
477,ends,5.584337227055085
478,péte,5.585152420558899
479,ause,5.589222580378302
480,débis,5.589812090797359
481,arai,5.592406272956447
482,mérie,5.593019956194581
483,téres,5.594919882034919
484,cues,5.599995438898757
485,reds,5.601408862551699
486,giez,5.601890041181057
487,antai,5.602249782356567
488,ettes,5.604726740938916
489,anes,5.609358215689892
490,maît,5.612440392917474
491,appe,5.613637880656084
492,rhées,5.613931246842466
493,ases,5.614975824504069
494,résez,5.6154419431404685
495,pudes,5.617045426285424
496,sélées,5.618546727082946
497,gard,5.619507079138689
498,latit,5.6203568870482865
499,riées,5.621068852283539
500,rétis,5.624953163490605
