rang,mot,fitness
295,oraisses,4.66593618181971
296,tron,4.66613272494163
297,traissa,4.668874233523081
298,traisseus,4.668901402389807
299,déme,4.671261793518253
300,maisée,4.675293637096126
301,déce,4.675608467700155
302,détés,4.676977076339413
303,réent,4.677051936679475
304,tras,4.677063738403678
305,morges,4.677096187772366
306,malis,4.67839872537299
307,délé,4.681157222555582
308,reigne,4.685417553251439
309,conds,4.692168174731185
310,raissé,4.6967961197519505
311,élait,4.696982181938169
312,traismets,4.700510627797275
313,alait,4.700779367478378
314,pétes,4.704257754112916
315,honne,4.705198181747166
316,traisens,4.710352010409624
317,plit,4.711232159098424
318,taisée,4.714164109292448
319,mendes,4.71446817216734
320,réves,4.7174009922992886
321,bont,4.718242299807455
322,plont,4.719776178221477
323,mions,4.722551468270448
324,honner,4.723425389894344
325,comée,4.725659117269684
326,trage,4.725935633962301
327,traisces,4.7282072636671915
328,alonnes,4.728925273709728
329,trosses,4.731789236563252
330,traine,4.7324021226814
331,triesses,4.737527536259019
332,éles,4.737957622743518
333,étisses,4.741525921505794
334,faissée,4.743955688262297
335,sion,4.7464700513346045
336,flais,4.746605882434412
337,débes,4.752705553458124
338,hypnes,4.753366782630705
339,araises,4.758191227984734
340,consie,4.759438663187468
341,démer,4.760393829577221
342,décer,4.763250737370865
343,sces,4.775991467883187
344,éraisses,4.779410449698409
345,dése,4.780037311233573
346,trainges,4.784958649099004
347,hyptes,4.785984073107733
348,reignée,4.788269999332704
349,vaisse,4.792189122068759
350,malit,4.7935263115131495
351,cans,4.794302444578047
352,alis,4.800663049987264
353,corge,4.80198096376101
354,craisers,4.802121943721213
355,trise,4.8053641312497835
356,raigne,4.809579984403472
357,praisse,4.812031836543673
358,tents,4.812523936270014
359,cées,4.813001679498706
360,déber,4.813231369553613
361,palait,4.814962576193987
362,phrons,4.818047269179405
363,réses,4.823713630629696
364,emets,4.826063691038997
365,trés,4.826531458149336
366,manté,4.831555657087143
367,gonner,4.83294080829433
368,naitée,4.8355687667797005
369,exes,4.841096205166638
370,raisé,4.841444088631134
371,proint,4.841801847651134
372,traves,4.842479429443367
373,alants,4.846945061982307
374,épait,4.847767032510548
375,monné,4.855574820621958
376,pyrons,4.855864625720088
377,prens,4.858667429612651
378,scont,4.860008823452849
379,mement,4.861024663786617
380,abant,4.864731448186166
381,faisée,4.877637813292317
382,crai,4.878452960008779
383,bontes,4.878714448515708
384,pronds,4.880558078656154
385,térisses,4.880766637125717
386,paisée,4.891708602643607
387,diées,4.891965905407917
388,fraint,4.895725563360742
389,daisse,4.897861014757022
390,dres,4.89840845845555
391,jonnes,4.900191769315251
392,traste,4.901924011634244
393,emeur,4.903326036721273
394,comés,4.904025014258526
395,ordes,4.908961907011991
396,détis,4.911590232742331
397,oprons,4.9138144294664965
398,couée,4.915487253719039
399,pint,4.919983885123864
400,print,4.92090735125789
401,fonses,4.92756431972193
402,bron,4.929966676162351
403,riont,4.9316971755335555
404,trater,4.932343512548902
405,gles,4.932858448048516
406,coses,4.932905873732563
407,retes,4.934685738548191
408,lont,4.938094545184034
409,alit,4.938769469502086
410,arons,4.939321372970857
411,prous,4.940166070877513
412,réter,4.941882941965648
413,compe,4.945652155852242
414,pronsé,4.945655268457914
415,colez,4.947871602268947
416,come,4.951591501044424
417,raissa,4.954255720132973
418,haisse,4.954284544694569
419,cronce,4.957907322379761
420,nont,4.958282543194935
421,ficisses,4.958518171068806
422,crit,4.9586900585319285
423,touaisses,4.962480252843049
424,conie,4.963066817554055
425,coue,4.965199735658716
426,tuaisses,4.970313044136223
427,eraisses,4.9719993013393555
428,étrai,4.972017391352748
429,atant,4.97374486348846
430,détez,4.974813721263471
431,crion,4.975672933362016
432,atint,4.976172048383785
433,apons,4.977330213794338
434,trairres,4.978993958105182
435,déties,4.979722237506489
436,manis,4.981782067559072
437,posmes,4.981869703860189
438,munes,4.983252000904258
439,dége,4.984585259258949
440,réces,4.991126035446302
441,foues,4.991644634745408
442,asent,4.99237548695905
443,trair,4.993921926442835
444,troses,4.997653168772429
445,oble,4.998915197803297
446,ames,4.9993380115708845
447,vonnes,4.999561223138108
448,monnens,4.9995818196957575
449,flaite,5.002555174478816
450,frés,5.004528535536277
451,dion,5.006175388609148
452,traissels,5.006744260514382
453,fondes,5.007642747133095
454,maise,5.007645980699748
455,tranises,5.008640245987866
456,consce,5.014038974046919
457,bonces,5.014494283945437
458,terai,5.019278441215668
459,érait,5.019506167301754
460,amait,5.021410350190578
461,cone,5.024347622049445
462,trée,5.025358083225568
463,dénes,5.026422053799515
464,rédes,5.027472185878641
465,rans,5.028603509834478
466,traisies,5.032127196271788
467,dére,5.032884357741883
468,sonnis,5.035367859698798
469,corie,5.038153781339637
470,déné,5.041251372382617
471,anait,5.04161373727283
472,drasse,5.042750350538799
473,déve,5.044388793143176
474,sonse,5.045777179606914
475,rerisse,5.046127512439601
476,modues,5.046706666405158
477,lontes,5.048237403103516
478,hont,5.053363847355328
479,réées,5.0545443543752295
480,gions,5.055591026573056
481,clée,5.056877364323902
482,geant,5.057004574932135
483,réfes,5.058816653117345
484,monges,5.060196955638437
485,risse,5.069847152658039
486,déger,5.071161469330337
487,phont,5.073769691184244
488,abit,5.073832769026853
489,dint,5.076782453257638
490,fraissa,5.085047704993036
491,traieus,5.086699960327196
492,trasmes,5.089732676394406
493,bent,5.090064834485043
494,monnis,5.091126903781682
495,sonce,5.091426761220679
496,emez,5.091875584626157
497,dété,5.093010131942535
498,traisises,5.093601759946834
499,foles,5.09408920529637
500,poues,5.096578318400708
